ID,Produto,Grupo do Material,Válido até,Bloqueado em,Quantidade,Valor Total,Situação do Material,Dias,Dias2,validade
155,ESFIGMOMANOMETRO DE MESA OU PAREDE RODIZIO AD. NYLON FECHO DE CONTATO PRETO  - UND - PAMED,PATRIMONIO,1900-01-01,1900-01-01,14,5306,Disponível,365,Em +180,1900-01-01T00:00:00.000
5302,CONJUNTO DE PANELAS COM 5 PECAS - UND,PATRIMONIO,1900-01-01,1900-01-01,5,3940.85,Disponível,365,Em +180,1900-01-01T00:00:00.000
157,ESFIGMOMANOMETRO INFANTIL - UND - ,PATRIMONIO,1900-01-01,1900-01-01,47,11279.53,Disponível,365,Em +180,1900-01-01T00:00:00.000
5343,LASER CIRURGICO DE ALTA POTENCIA PARA TRATAMENTO ODONTOLOGICO - UND - MMO,PATRIMONIO,1900-01-01,1900-01-01,1,34116.67,Disponível,365,Em +180,1900-01-01T00:00:00.000
5233,ARMARIO VITRINE HOSPITALAR PARA MEDICAMENTOS (SEM CHAVE) - UND - ,PATRIMONIO,1900-01-01,1900-01-01,1,0,Disponível,365,Em +180,1900-01-01T00:00:00.000
714,MESA RETA (GRANDE) - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,5,3045,Disponível,365,Em +180,1900-01-01T00:00:00.000
212,MESA AUXILIAR M COM BANDEJAS (AVARIADA),PATRIMONIO,1900-01-01,1900-01-01,15,6968.25,Disponível,365,Em +180,1900-01-01T00:00:00.000
5187,COLCHAO SOLTEIRO D-33 REAL MASTER - UND - ORTOLITE,PATRIMONIO,1900-01-01,1900-01-01,4,1637.2,Disponível,365,Em +180,1900-01-01T00:00:00.000
4948,DISPENSE PARA PAPEL TOALHA TIPO ALAVANCA E BOBINA - UND - ELISA,PATRIMONIO,1900-01-01,1900-01-01,10,2610.2,Disponível,365,Em +180,1900-01-01T00:00:00.000
4947,LIXEIRA COM PEDAL 20L (CORES SORTIDAS) - UND - JAGUAR,PATRIMONIO,1900-01-01,1900-01-01,33,1900.14,Disponível,365,Em +180,1900-01-01T00:00:00.000
215,DESFIBRILADOR EXTERNO AUTOMATICO AED-3100 (SEM BATERIA) - UND,PATRIMONIO,1900-01-01,1900-01-01,1,17931.88,Disponível,365,Em +180,1900-01-01T00:00:00.000
4945,LIXEIRA PLASTICA COM TAMPA E PEDAL 100 LT - UND - ,PATRIMONIO,1900-01-01,1900-01-01,5,1133.3,Disponível,365,Em +180,1900-01-01T00:00:00.000
166,ESTETO BIC ETERNITY PED DUPLO INOX PRETO,PATRIMONIO,1900-01-01,1900-01-01,20,1679.8,Disponível,365,Em +180,1900-01-01T00:00:00.000
4946,CERA LIQUIDA PARA PISO INCOLOR 5L - UND  - VALENCA,PATRIMONIO,2026-06-03,2026-06-03,5,198.3,Disponível,539,Em +180,2026-06-03T00:00:00.000
4943,LIXEIRA 15L EM INOX PORTATIL - UND - BRINOX,PATRIMONIO,1900-01-01,1900-01-01,32,10299.84,Disponível,365,Em +180,1900-01-01T00:00:00.000
4942,LIXEIRA 12L EM INOX PORTATIL - UND - BRINOX,PATRIMONIO,1900-01-01,1900-01-01,42,7050.54,Disponível,365,Em +180,1900-01-01T00:00:00.000
4941,"CAÇAROLA PANELA DE ALUMINIO 23,8 L 40 X 20CM - UND -",PATRIMONIO,1900-01-01,1900-01-01,2,241.76,Disponível,365,Em +180,1900-01-01T00:00:00.000
4940,ESCORREDOR DE MACARRAO EM ALUMINIO - UND -,PATRIMONIO,1900-01-01,1900-01-01,3,116.82,Disponível,365,Em +180,1900-01-01T00:00:00.000
4937,"REFRATÁRIO RETANGULAR 7 X 36 X 22 CM 3,7 L - UND - MARINEX",PATRIMONIO,1900-01-01,1900-01-01,5,341.75,Disponível,365,Em +180,1900-01-01T00:00:00.000
4936,PANO DE PRATO 42CM X 72 CM - UND - TSJ,PATRIMONIO,1900-01-01,1900-01-01,70,247.1,Disponível,365,Em +180,1900-01-01T00:00:00.000
4935,JOGO DE SOFA 2 E 3 LUGARES PRETO- UND,PATRIMONIO,1900-01-01,1900-01-01,1,3207.42,Disponível,365,Em +180,1900-01-01T00:00:00.000
4934,GARRAFA TERMICA EM INOX 3LT - UND - AIRPOT,PATRIMONIO,1900-01-01,1900-01-01,6,1378.92,Disponível,365,Em +180,1900-01-01T00:00:00.000
218,NEBULIZADOR,PATRIMONIO,1900-01-01,1900-01-01,8,15752,Disponível,365,Em +180,1900-01-01T00:00:00.000
4944,LIXEIRA 20L EM INOX PORTATIL - UND - BRINOX,PATRIMONIO,1900-01-01,1900-01-01,30,1481.1,Disponível,365,Em +180,1900-01-01T00:00:00.000
5234,ARMARIO VITRINE HOSPITALAR PARA MEDICAMENTOS INCOMPLETO - UND - ,PATRIMONIO,1900-01-01,1900-01-01,1,0,Disponível,365,Em +180,1900-01-01T00:00:00.000
5366,LASER TERAPEUTICO - UND - DMC (ODONTO),PATRIMONIO,1900-01-01,1900-01-01,1,8400,Disponível,365,Em +180,1900-01-01T00:00:00.000
703,ESCANINHO PARA  PRONTUARIO (MEDIO) - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,4,2436,Disponível,365,Em +180,1900-01-01T00:00:00.000
211,MESA AUXILIAR G COM BANDEJAS (AVARIADA),PATRIMONIO,1900-01-01,1900-01-01,24,11149.2,Disponível,365,Em +180,1900-01-01T00:00:00.000
190,"KIT DE LARINGOSCOPIA ( CABO E LAMINAS MAC 1,2,3,E 4) AVARIADO",PATRIMONIO,1900-01-01,1900-01-01,1,666.99,Disponível,365,Em +180,1900-01-01T00:00:00.000
4967,ESPECULO NASAL KILLIAN INFANTIL N 2 - UND - VITAL GOLD,PATRIMONIO,1900-01-01,1900-01-01,3,750,Disponível,365,Em +180,1900-01-01T00:00:00.000
4968,ESPECULO NASAL KILLIAN INFANTIL N 3 - UND - VITAL GOLD,PATRIMONIO,1900-01-01,1900-01-01,3,750,Disponível,365,Em +180,1900-01-01T00:00:00.000
4969,CURETA OUVIDO PARA CERUME - UND - RHOSSE,PATRIMONIO,1900-01-01,1900-01-01,10,1438.2,Disponível,365,Em +180,1900-01-01T00:00:00.000
4966,ESPECULO NASAL KILLIAN INFANTIL N 1 - UND - VITAL GOLD,PATRIMONIO,1900-01-01,1900-01-01,4,1000,Disponível,365,Em +180,1900-01-01T00:00:00.000
4963,"KIT DE ESPECULOS DE OUVIDO ADULTO 4,0CM - KIT - (KIT/10)",PATRIMONIO,1900-01-01,1900-01-01,6,1360.8,Disponível,365,Em +180,1900-01-01T00:00:00.000
4962,"KIT DE ESPECULOS DE OUVIDO PEDIATRICO 2,4CM - KIT - (KIT/10UND)",PATRIMONIO,1900-01-01,1900-01-01,5,1134,Disponível,365,Em +180,1900-01-01T00:00:00.000
188,CONTADOR DE CELULAS MANUAL,PATRIMONIO,1900-01-01,1900-01-01,2,1798,Disponível,365,Em +180,1900-01-01T00:00:00.000
704,ESCANINHO PARA  PRONTUARIO (GRANDE) - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,5,3045,Disponível,365,Em +180,1900-01-01T00:00:00.000
187,HELICE C/ 3 PAS VENTILADOR TETO (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,1,56.89,Disponível,365,Em +180,1900-01-01T00:00:00.000
5443,AUDIOMETRO HARP SERIE AU1DF23246684 - UND - AUDISERVICE,PATRIMONIO,1900-01-01,1900-01-01,1,21.5,Disponível,365,Em +180,1900-01-01T00:00:00.000
186,HAMPER (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,24,4752,Disponível,365,Em +180,1900-01-01T00:00:00.000
185,GRADES PARA CAMA HOSPITALAR,PATRIMONIO,1900-01-01,1900-01-01,29,13712.07,Disponível,365,Em +180,1900-01-01T00:00:00.000
3684,FACA DE MESA EM INOX - UND - UTILIDADES PLANETA,PATRIMONIO,1900-01-01,1900-01-01,127,1446.53,Disponível,365,Em +180,1900-01-01T00:00:00.000
5410,CAIXA ORGANIZADORA PLASTICO  - UND - SANREMO,PATRIMONIO,1900-01-01,1900-01-01,11,209,Disponível,365,Em +180,1900-01-01T00:00:00.000
673,ARMARIO AEREO COM 2 PORTAS - UPA - UND,PATRIMONIO,1900-01-01,1900-01-01,7,4159.05,Disponível,365,Em +180,1900-01-01T00:00:00.000
675,ARMARIO SUSPENSO PARA BAIXO DE BALCAO -  MEDIO - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,3,1827,Disponível,365,Em +180,1900-01-01T00:00:00.000
674,ARMARIO SUSPENSO PARA BAIXO DE BALCAO - GRANDE - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,8,4872,Disponível,365,Em +180,1900-01-01T00:00:00.000
700,TORRE DE ARMARIO PARA VESTIARIO 4 PORTAS - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,8,4872,Disponível,365,Em +180,1900-01-01T00:00:00.000
5444,IMITANCIOMETRO TITAN (IMP-CLIN) SERIE 1017214 - UND - AUDISERVICE,PATRIMONIO,1900-01-01,1900-01-01,1,44200,Disponível,365,Em +180,1900-01-01T00:00:00.000
157,ESFIGMOMANOMETRO INFANTIL - UND - ,PATRIMONIO,1900-01-01,1900-01-01,1,239.99,Disponível,365,Em +180,1900-01-01T00:00:00.000
166,ESTETO BIC ETERNITY PED DUPLO INOX PRETO,PATRIMONIO,1900-01-01,1900-01-01,20,1679.8,Disponível,365,Em +180,1900-01-01T00:00:00.000
166,ESTETO BIC ETERNITY PED DUPLO INOX PRETO,PATRIMONIO,1900-01-01,1900-01-01,5,419.95,Disponível,365,Em +180,1900-01-01T00:00:00.000
5299,CADEIRA LONGARINA DE 04 LUGARES - UND - HOME OFFICE,PATRIMONIO,1900-01-01,1900-01-01,35,54250,Disponível,365,Em +180,1900-01-01T00:00:00.000
5301,CAIXA PLASTICA VAZADA COR PRETA - UND,PATRIMONIO,1900-01-01,1900-01-01,10,412.9,Disponível,365,Em +180,1900-01-01T00:00:00.000
817,ARMARIO AEREO COM 2 PORTAS (MEDIO) - CAPS 24HRS - UND,PATRIMONIO,1900-01-01,1900-01-01,1,1732,Disponível,365,Em +180,1900-01-01T00:00:00.000
818,TORRE DE ARMARIO PARA VESTIARIO 4 PORTAS - CAPS 24HRS - UND,PATRIMONIO,1900-01-01,1900-01-01,4,6928,Disponível,365,Em +180,1900-01-01T00:00:00.000
840,ARMARIO ALTO COM 2 PORTAS (MEDIO) - CAPS 24HRS,PATRIMONIO,1900-01-01,1900-01-01,23,39836,Disponível,365,Em +180,1900-01-01T00:00:00.000
841,ARMARIO ALTO COM 2 PORTAS (GRANDE) - CAPS 24HRS,PATRIMONIO,1900-01-01,1900-01-01,2,3464,Disponível,365,Em +180,1900-01-01T00:00:00.000
842,ARMARIO BAIXO COM 2 PORTAS - CAPS 24HRS,PATRIMONIO,1900-01-01,1900-01-01,1,1732,Disponível,365,Em +180,1900-01-01T00:00:00.000
843,GAVETEIRO VOLANTE 3 GAVETAS - CAPS 24HRS,PATRIMONIO,1900-01-01,1900-01-01,3,5196,Disponível,365,Em +180,1900-01-01T00:00:00.000
844,ARMARIO ALTO C/ PRATELEIRAS (MEDIO) - CAPS 24HRS,PATRIMONIO,1900-01-01,1900-01-01,1,1732,Disponível,365,Em +180,1900-01-01T00:00:00.000
230,PIA INOX CONCRETADA GHELPLUS 160x53cm - UND - ,PATRIMONIO,1900-01-01,1900-01-01,2,666,Disponível,365,Em +180,1900-01-01T00:00:00.000
845,ARMARIO PARA PASTAS SUSPENSAS - CAPS 24HRS,PATRIMONIO,1900-01-01,1900-01-01,3,5196,Disponível,365,Em +180,1900-01-01T00:00:00.000
232,PORTA SANFONADA,PATRIMONIO,1900-01-01,1900-01-01,1,169,Disponível,365,Em +180,1900-01-01T00:00:00.000
5303,MANTEGUEIRA INOX COM TAMPA ACRILICO - UND,PATRIMONIO,1900-01-01,1900-01-01,5,248,Disponível,365,Em +180,1900-01-01T00:00:00.000
233,PURIFICADOR,PATRIMONIO,1900-01-01,1900-01-01,23,21847.7,Disponível,365,Em +180,1900-01-01T00:00:00.000
5010,CONTRA  ANGULO FX23 INTRA IRRIGACAO EXTERNA - UND - NSK - (ODONTO),PATRIMONIO,1900-01-01,1900-01-01,1,138,Disponível,365,Em +180,1900-01-01T00:00:00.000
234,RACK GABINETE PARA SERVIDOR,PATRIMONIO,1900-01-01,1900-01-01,1,2235.5,Disponível,365,Em +180,1900-01-01T00:00:00.000
238,VALVULA REGULADORA DE OXIDO NITROSO,PATRIMONIO,1900-01-01,1900-01-01,2,888.06,Disponível,365,Em +180,1900-01-01T00:00:00.000
5300,AUTOCLAVE 21L VITALE CLASS ACO INOX BIVOLT127-220V - UND - CRISTOFOLI (ODONTO),PATRIMONIO,1900-01-01,1900-01-01,1,8300,Disponível,365,Em +180,1900-01-01T00:00:00.000
159,ESFIGMOMANOMETRO EM MESA OU PAREDE - UND - PREMIUM (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,39,7840.95,Disponível,365,Em +180,1900-01-01T00:00:00.000
158,ESFIGMOMANOMETRO HOSPITALAR ADULTO COM RODIZIOS - UND - PREMIUM (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,7,1407.35,Disponível,365,Em +180,1900-01-01T00:00:00.000
4821, FOTOPOLIMERIZADOR BLUE STAR PRETO - UND - MICRODONT (ODONTO),PATRIMONIO,1900-01-01,1900-01-01,2,1746.92,Disponível,365,Em +180,1900-01-01T00:00:00.000
166,ESTETO BIC ETERNITY PED DUPLO INOX PRETO,PATRIMONIO,1900-01-01,1900-01-01,23,1931.77,Disponível,365,Em +180,1900-01-01T00:00:00.000
228,PAPAGAIO DE INOX,PATRIMONIO,1900-01-01,1900-01-01,6,882.84,Disponível,365,Em +180,1900-01-01T00:00:00.000
816,ARMARIO AEREO COM 2 PORTAS (PEQUENO) - CAPS 24HRS - UND,PATRIMONIO,1900-01-01,1900-01-01,2,3464,Disponível,365,Em +180,1900-01-01T00:00:00.000
715,PAINEL DIVISOR DE BANCADAS - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,3,1827,Disponível,365,Em +180,1900-01-01T00:00:00.000
718,MESA PARA REFEITORIO - UND - UPA,PATRIMONIO,1900-01-01,1900-01-01,2,1218,Disponível,365,Em +180,1900-01-01T00:00:00.000
719,BANCADE DE RECEPCAO FORMATO ( U ) COM PORTINHOLA  - UPA - UND,PATRIMONIO,1900-01-01,1900-01-01,1,2500,Disponível,365,Em +180,1900-01-01T00:00:00.000
720,BANCADE DE RECEPCAO FORMATO ( L ) COM PORTINHOLA  - UPA - UND,PATRIMONIO,1900-01-01,1900-01-01,1,2000,Disponível,365,Em +180,1900-01-01T00:00:00.000
723,TORRE DE ARMARIO PARA VESTIARIO 4 PORTAS - FOSFATO - UND,PATRIMONIO,1900-01-01,1900-01-01,1,609,Disponível,365,Em +180,1900-01-01T00:00:00.000
734,MESA DE REUNIAO RETANGULAR - FOSFATO - UND,PATRIMONIO,1900-01-01,1900-01-01,1,609,Disponível,365,Em +180,1900-01-01T00:00:00.000
161,ESTETO BIC ETERNITY AD DUPLO INOX PRETO,PATRIMONIO,1900-01-01,1900-01-01,12,1403.88,Disponível,365,Em +180,1900-01-01T00:00:00.000
160,ESTETOSCOPIO RAPPAPORT PRETO ADULTO,PATRIMONIO,1900-01-01,1900-01-01,320,15968,Disponível,365,Em +180,1900-01-01T00:00:00.000
5272,CAMARA DE CONSERVACAO DE VACINAS MODELO BT 1100 420 LT - UND - BIOTECNO,PATRIMONIO,1900-01-01,1900-01-01,2,29000,Disponível,365,Em +180,1900-01-01T00:00:00.000
4871,"CANETA  ALTA ROTAÇÃO Z10T 12,3MM -  UND - SCHUSTER (ODONTO)",PATRIMONIO,1900-01-01,1900-01-01,3,2928,Disponível,365,Em +180,1900-01-01T00:00:00.000
219,NEGATOSCOPIO G - UND - ,PATRIMONIO,1900-01-01,1900-01-01,1,446.5,Disponível,365,Em +180,1900-01-01T00:00:00.000
4964,ESTOJO DE INOX PERFURADO 32 X 16 X 8 CM - UND - FAMI,PATRIMONIO,1900-01-01,1900-01-01,1,576,Disponível,365,Em +180,1900-01-01T00:00:00.000
5290,MAMOGRAFO DIGITAL SELENA DIMENSION 3000 2D (SUB DAS-SYA-300-2D) - UND - HOLOGIC,PATRIMONIO,1900-01-01,1900-01-01,1,697,Disponível,365,Em +180,1900-01-01T00:00:00.000
4970,PINCA  ANATOMICA DE DISSECÇÃO DE 20CM - UND - VITAL GOLD,PATRIMONIO,1900-01-01,1900-01-01,6,312.12,Disponível,365,Em +180,1900-01-01T00:00:00.000
4965,PORTA  ALGODAO SERVIDO INOX SEM MOLA 8X8CM CAP. 400ML - UND - FAMI ,PATRIMONIO,1900-01-01,1900-01-01,3,459,Disponível,365,Em +180,1900-01-01T00:00:00.000
3668,MESA PLASTICA BRANCA - UND - PLAST MASTER,PATRIMONIO,1900-01-01,1900-01-01,10,720,Disponível,365,Em +180,1900-01-01T00:00:00.000
4971,ASPIRADOR DE CERA DE OUVIDO AUTOMATICO - UND - C-EARS,PATRIMONIO,1900-01-01,1900-01-01,4,756,Disponível,365,Em +180,1900-01-01T00:00:00.000
5291,KIT NOBREAK UNIVERSAL DIMENSIONS/THREE DIMENSIONS (ASY-08446) - UND - HOLOGIC,PATRIMONIO,1900-01-01,1900-01-01,1,9190.5,Disponível,365,Em +180,1900-01-01T00:00:00.000
225,OTO - OFTALMOSCOPIO MD 2.5V OMNI 3000 XENON HALOGENA COM ESTOJO LUXO E LAMPADA SS,PATRIMONIO,1900-01-01,1900-01-01,4,9600,Disponível,365,Em +180,1900-01-01T00:00:00.000
5005,"CANETA  ALTA ROTACAO Z10S STANDARD 11,3MM - UND - SCHUSTER (ODONTO)",PATRIMONIO,1900-01-01,1900-01-01,5,4880,Disponível,365,Em +180,1900-01-01T00:00:00.000
4871,"CANETA  ALTA ROTAÇÃO Z10T 12,3MM -  UND - SCHUSTER (ODONTO)",PATRIMONIO,1900-01-01,1900-01-01,1,976,Disponível,365,Em +180,1900-01-01T00:00:00.000
4780,FACA DE MESA EM INOX - UND ,PATRIMONIO,1900-01-01,1900-01-01,23,261.97,Disponível,365,Em +180,1900-01-01T00:00:00.000
3384,LANTERNA CLINICA LED PRETA EM ALUMINIO - UND - ,PATRIMONIO,1900-01-01,1900-01-01,6,259.98,Disponível,365,Em +180,1900-01-01T00:00:00.000
4779,BACIA PLÁSTICA 40LT CORES SORTIDAS - UND - ICASA,PATRIMONIO,1900-01-01,1900-01-01,7,210,Disponível,365,Em +180,1900-01-01T00:00:00.000
3693,TABLET SAMSUNG GALAXY TAB A8 MODELO X205 COR CINZA - UND -,PATRIMONIO,1900-01-01,1900-01-01,100,150000,Disponível,365,Em +180,1900-01-01T00:00:00.000
5773,BOTA GALOCHA IMPERMEAVEL CANO MEDIO PVC PRETA TAMANHO 35 - UND - VULCAFLEX,PATRIMONIO,1900-01-01,1900-01-01,21,903,Disponível,365,Em +180,1900-01-01T00:00:00.000
5774,BOTA GALOCHA IMPERMEAVEL CANO MEDIO PVC PRETA TAMANHO 36 - UND - VULCAFLEX,PATRIMONIO,1900-01-01,1900-01-01,58,2494,Disponível,365,Em +180,1900-01-01T00:00:00.000
5775,BOTA GALOCHA IMPERMEAVEL CANO MEDIO PVC PRETA TAMANHO 37 - UND - VULCAFLEX,PATRIMONIO,1900-01-01,1900-01-01,103,4429,Disponível,365,Em +180,1900-01-01T00:00:00.000
5776,BOTA GALOCHA IMPERMEAVEL CANO MEDIO PVC PRETA TAMANHO 38 - UND - VULCAFLEX,PATRIMONIO,1900-01-01,1900-01-01,76,3268,Disponível,365,Em +180,1900-01-01T00:00:00.000
4155,BOTIJAO TERMICO 5LT COR AZUL - UND - INVICTA,PATRIMONIO,1900-01-01,1900-01-01,1,76.69,Disponível,365,Em +180,1900-01-01T00:00:00.000
4152,COBERTOR/MANTA CELTA CASAL COR MARROM 70X90 - UND - ,PATRIMONIO,1900-01-01,1900-01-01,10,539.7,Disponível,365,Em +180,1900-01-01T00:00:00.000
4151,LENCOL S/ ELASTICO AVULSO SOLTEIRO - UND - CLAUDIO CONFEC,PATRIMONIO,1900-01-01,1900-01-01,30,988.8,Disponível,365,Em +180,1900-01-01T00:00:00.000
4150,LENCOL C/ ELASTICO SOLTEIRO - UND - CLAUDIO CONFEC,PATRIMONIO,1900-01-01,1900-01-01,30,1009.2,Disponível,365,Em +180,1900-01-01T00:00:00.000
4124,COLHER DE MESA SUNSHINE EM INOX - UND - FRATELLI INOX,PATRIMONIO,1900-01-01,1900-01-01,50,228,Disponível,365,Em +180,1900-01-01T00:00:00.000
4123,BANDEJA RETANGULAR EM INOX TAMANHO M - UND - KEHOME,PATRIMONIO,1900-01-01,1900-01-01,5,160,Disponível,365,Em +180,1900-01-01T00:00:00.000
4122,CAIXA ORGANIZADORA PLÁSTICO 1LT - UND - TRITEC,PATRIMONIO,1900-01-01,1900-01-01,8,84,Disponível,365,Em +180,1900-01-01T00:00:00.000
4121,"CAIXA ORGANIZADORA PLÁSTICO 2,3LT - UND - TRITEC",PATRIMONIO,1900-01-01,1900-01-01,13,247,Disponível,365,Em +180,1900-01-01T00:00:00.000
4120,ACUCAREIRO EM PLASTICO CORES SORTIDAS C/TAMPA - UND - TRITEC,PATRIMONIO,1900-01-01,1900-01-01,5,30,Disponível,365,Em +180,1900-01-01T00:00:00.000
4117,SHAKER EXERCITADOR RESPIRATORIO E INCENTIVADOR - UND - NCS - (FISIOTERAPIA),PATRIMONIO,1900-01-01,1900-01-01,3,294.48,Disponível,365,Em +180,1900-01-01T00:00:00.000
4112,RESPIRADOR EXERCITADOR E INCENTIVADOR CLASSIC - UND - NCS (FISIOTERAPIA),PATRIMONIO,1900-01-01,1900-01-01,2,138.5,Disponível,365,Em +180,1900-01-01T00:00:00.000
4111,CAMA ELASTICA COM 30 MOLAS PESO MAX. 100KG MOLAS DE AÇO - UND - ARKTUS (FISIOTERAPIA),PATRIMONIO,1900-01-01,1900-01-01,2,1163.42,Disponível,365,Em +180,1900-01-01T00:00:00.000
4098,COLCHONETE FITNESS 90X40X3 COR PRETA  - UND - ARKTUS - (FISIOTERAPIA),PATRIMONIO,1900-01-01,1900-01-01,10,1558.7,Disponível,365,Em +180,1900-01-01T00:00:00.000
4097,CANETA LASER INFRAVERMELHO 904NM 75W R02- UND - HTM - (FISIOTERAPIA),PATRIMONIO,1900-01-01,1900-01-01,1,1407.95,Disponível,365,Em +180,1900-01-01T00:00:00.000
4088,APARELHO DE CORRENTE NEURODYN II DIGITAL 04 CANAIS - UND - IBRAMED - (FISIOTERAPIA),PATRIMONIO,2026-09-27,2026-08-28,4,7514.04,Disponível,655,Em +180,2026-09-27T00:00:00.000
4087,TEENS C/FREQ. STIMULUS PHYSIO HTM 04 CANAIS - UND - HTM (FISIOTERAPIA),PATRIMONIO,1900-01-01,1900-01-01,1,2085.13,Disponível,365,Em +180,1900-01-01T00:00:00.000
151,ESFIGMOMANOMETRO ANEROIDE NEONATAL,PATRIMONIO,1900-01-01,1900-01-01,1,110,Disponível,365,Em +180,1900-01-01T00:00:00.000
226,OTOSCOPIO (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,2,1178,Disponível,365,Em +180,1900-01-01T00:00:00.000
169,ESTIMULADOR TRANSCUTANEO NEUROMUSCULAR (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,2,2600,Disponível,365,Em +180,1900-01-01T00:00:00.000
1902,BOBINA DE PAPEL TERMOSENSIVEL PARA ECG (BIONET) - UND,PATRIMONIO,2024-09-26,2024-09-26,6,206.7,Vencido,-76,Vencido,2024-09-26T00:00:00.000
2263,MESA PARA REUNIAO RETANGULAR DIMENSOES 2400 X 1100 X 750MM - UNIDADE DE SAUDE - UND,PATRIMONIO,1900-01-01,1900-01-01,3,8455.2,Disponível,365,Em +180,1900-01-01T00:00:00.000
3661,FOCO LED GINECOLOGICO COM RODAS (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,2,0,Disponível,365,Em +180,1900-01-01T00:00:00.000
3680,MESA RETA (MEDIA) - UPA - UND - AVARIADA,PATRIMONIO,1900-01-01,1900-01-01,1,0,Disponível,365,Em +180,1900-01-01T00:00:00.000
3668,MESA PLASTICA BRANCA - UND - PLAST MASTER,PATRIMONIO,1900-01-01,1900-01-01,1,72,Disponível,365,Em +180,1900-01-01T00:00:00.000
3671,PANO DE LIMPEZA SACO ALVEJADO COR BRANCA - PCT - VMP,PATRIMONIO,1900-01-01,1900-01-01,11,33,Disponível,365,Em +180,1900-01-01T00:00:00.000
3672,PRATO FUNDO DE VIDRO TRANSPARENTE - UND - DURALEX ,PATRIMONIO,1900-01-01,1900-01-01,30,165,Disponível,365,Em +180,1900-01-01T00:00:00.000
3673,GARRAFA TERMICA COR PRETA 1LT - UND - NEWELL,PATRIMONIO,1900-01-01,1900-01-01,16,464,Disponível,365,Em +180,1900-01-01T00:00:00.000
3677,PENEIRA PLASTICA COR VERMELHA - UND - ICASA,PATRIMONIO,1900-01-01,1900-01-01,5,30,Disponível,365,Em +180,1900-01-01T00:00:00.000
3678,SALEIRO CORES SORTIDAS - UND - TRITEC,PATRIMONIO,1900-01-01,1900-01-01,2,12,Disponível,365,Em +180,1900-01-01T00:00:00.000
3681,BANDEJA RETANGULAR EM INOX 40 X 30CM TAMANHO G - UND - KEHOME,PATRIMONIO,1900-01-01,1900-01-01,2,64,Disponível,365,Em +180,1900-01-01T00:00:00.000
4079,SONOPULSE III ULTRASSOM 21W APL. C/ERA 7CM POT. MAX. 3W - IBRAMED (FISIOTERAPIA),PATRIMONIO,2026-09-27,2026-08-28,3,95.38,Disponível,655,Em +180,2026-09-27T00:00:00.000
2264,MESA RETA EM MADEIRA DIMENSOES 1200 X 600 X 750 MM - UNIDADE DE SAUDE - UND,PATRIMONIO,1900-01-01,1900-01-01,16,15438.4,Disponível,365,Em +180,1900-01-01T00:00:00.000
2265,MESA FORMATO L DIMENSOES 1400 X 750 X 1400 MM - UNIDADE DE SAUDE - UND,PATRIMONIO,1900-01-01,1900-01-01,1,1429.37,Disponível,365,Em +180,1900-01-01T00:00:00.000
2256,MESA PARA REFEITORIO - UNIDADE DE SAUDE - UND,PATRIMONIO,1900-01-01,1900-01-01,10,9992.7,Disponível,365,Em +180,1900-01-01T00:00:00.000
2266,MESA PARA IMPRESSORA BRAILLE DIMENSOES 900 X 750X 400 MM - UNIDADE DE SAUDE - UND,PATRIMONIO,1900-01-01,1900-01-01,1,714.19,Disponível,365,Em +180,1900-01-01T00:00:00.000
2267,MESA PARA MAQUINA BRAILLE DIMENSOES 500 X 750X 300 MM - UNIDADE DE SAUDE - UND,PATRIMONIO,1900-01-01,1900-01-01,1,568.4,Disponível,365,Em +180,1900-01-01T00:00:00.000
3684,FACA DE MESA EM INOX - UND - UTILIDADES PLANETA,PATRIMONIO,1900-01-01,1900-01-01,20,227.8,Disponível,365,Em +180,1900-01-01T00:00:00.000
3685,GARFO DE MESA INOX - UND - CLINK,PATRIMONIO,1900-01-01,1900-01-01,170,729.3,Disponível,365,Em +180,1900-01-01T00:00:00.000
3686,RALADOR EM INOX 4 FACES - UND - ECOS,PATRIMONIO,1900-01-01,1900-01-01,1,23.77,Disponível,365,Em +180,1900-01-01T00:00:00.000
3689,PAPAGAIO DE INOX (AVARIADO),PATRIMONIO,1900-01-01,1900-01-01,1,0,Disponível,365,Em +180,1900-01-01T00:00:00.000
3692,SUPORTE PARA SORO ALTURA REGULAVEL PINTADO 4 PES SEM RODAS - UND,PATRIMONIO,1900-01-01,1900-01-01,1,0,Disponível,365,Em +180,1900-01-01T00:00:00.000
